Round,Agent,Bid,Winning_Bid
1942,Agent 2,1.0,True
1942,Agent 3,1.0200532674789429,False
1942,Agent 4,1.0252618789672852,False
1942,Agent 5,1.0,True
1943,Agent 1,1.0155755281448364,False
1943,Agent 2,1.0,True
1943,Agent 3,1.0,True
1943,Agent 4,1.0191781520843506,False
1943,Agent 5,1.0,True
1944,Agent 1,1.0023213624954224,False
1944,Agent 2,1.0016602277755737,False
1944,Agent 3,1.0,True
1944,Agent 4,1.0163137912750244,False
1944,Agent 5,1.0,True
1945,Agent 1,1.0,True
1945,Agent 2,1.0,True
1945,Agent 3,1.0,True
1945,Agent 4,1.0131447315216064,False
1945,Agent 5,1.0011725425720215,False
1946,Agent 1,1.0,True
1946,Agent 2,1.0068254470825195,False
1946,Agent 3,1.0,True
1946,Agent 4,1.0051724910736084,False
1946,Agent 5,1.002219796180725,False
1947,Agent 1,1,True
1947,Agent 2,1,True
1947,Agent 3,1,True
1947,Agent 4,1,True
1947,Agent 5,1,True
1948,Agent 1,1.0,True
1948,Agent 2,1.0,True
1948,Agent 3,1.0175395011901855,False
1948,Agent 4,1.0,True
1948,Agent 5,1.0,True
1949,Agent 1,1.0,True
1949,Agent 2,1.0041372776031494,False
1949,Agent 3,1.0304282903671265,False
1949,Agent 4,1.0,True
1949,Agent 5,1.004917860031128,False
1950,Agent 1,1.0,True
1950,Agent 2,1.0,True
1950,Agent 3,1.0,True
1950,Agent 4,1.0,True
1950,Agent 5,1.0044156312942505,False
1951,Agent 1,1.0,True
1951,Agent 2,1.004234790802002,False
1951,Agent 3,1.0,True
1951,Agent 4,1.0,True
1951,Agent 5,1.0,True
1952,Agent 1,1.0,True
1952,Agent 2,1.003049373626709,False
1952,Agent 3,1.0,True
1952,Agent 4,1.0,True
1952,Agent 5,1.0,True
1953,Agent 1,1,True
1953,Agent 2,1,True
1953,Agent 3,1,True
1953,Agent 4,1,True
1953,Agent 5,1,True
1954,Agent 1,1.0135632753372192,False
1954,Agent 2,1.0,True
1954,Agent 3,1.0,True
1954,Agent 4,1.0,True
1954,Agent 5,1.0031002759933472,False
1955,Agent 1,1.034401535987854,False
1955,Agent 2,1.0103436708450317,False
1955,Agent 3,1.0,True
1955,Agent 4,1.0,True
1955,Agent 5,1.0045287609100342,False
1956,Agent 1,1.0364071130752563,False
1956,Agent 2,1.0046948194503784,False
1956,Agent 3,1.0,True
1956,Agent 4,1.0,True
1956,Agent 5,1.0,True
1957,Agent 1,1.0439157485961914,False
1957,Agent 2,1.0,True
1957,Agent 3,1.0,True
1957,Agent 4,1.0009886026382446,False
1957,Agent 5,1.0,True
1958,Agent 1,1.047460675239563,False
1958,Agent 2,1.0,True
1958,Agent 3,1.0093722343444824,False
1958,Agent 4,1.005229115486145,False
1958,Agent 5,1.0,True
1959,Agent 1,1.0462298393249512,False
1959,Agent 2,1.0054564476013184,False
1959,Agent 3,1.0218584537506104,False
1959,Agent 4,1.0015736818313599,False
1959,Agent 5,1.0,True
1960,Agent 1,1.0457067489624023,False
1960,Agent 2,1.0049688816070557,False
1960,Agent 3,1.0248855352401733,False
1960,Agent 4,1.0,True
1960,Agent 5,1.0072609186172485,False
1961,Agent 1,1.0413492918014526,False
1961,Agent 2,1.0,True
1961,Agent 3,1.0,True
1961,Agent 4,1.0,True
1961,Agent 5,1.0072460174560547,False
1962,Agent 1,1.0362446308135986,False
1962,Agent 2,1.0,True
1962,Agent 3,1.0,True
1962,Agent 4,1.0,True
1962,Agent 5,1.0,True
1963,Agent 1,1.0304386615753174,False
1963,Agent 2,1.0035407543182373,False
1963,Agent 3,1.0,True
1963,Agent 4,1.0,True
1963,Agent 5,1.0,True
1964,Agent 1,1.0214881896972656,False
1964,Agent 2,1.0045210123062134,False
1964,Agent 3,1.0,True
1964,Agent 4,1.0,True
1964,Agent 5,1.0,True
1965,Agent 1,1.008604884147644,False
1965,Agent 2,1.0041509866714478,False
1965,Agent 3,1.0,True
1965,Agent 4,1.0016192197799683,False
1965,Agent 5,1.0,True
1966,Agent 1,1.0,True
1966,Agent 2,1.0,True
1966,Agent 3,1.0,True
1966,Agent 4,1.001405119895935,False
1966,Agent 5,1.0,True
1967,Agent 1,1.0,True
1967,Agent 2,1.0,True
1967,Agent 3,1.0,True
1967,Agent 4,1.0027910470962524,False
1967,Agent 5,1.0,True
1968,Agent 1,1.0,True
1968,Agent 2,1.005406141281128,False
1968,Agent 3,1.0,True
1968,Agent 4,1.0058039426803589,False
1968,Agent 5,1.0,True
1969,Agent 1,1.0,True
1969,Agent 2,1.0,True
1969,Agent 3,1.0,True
1969,Agent 4,1.0020476579666138,False
1969,Agent 5,1.007432460784912,False
1970,Agent 1,1.0,True
1970,Agent 2,1.0088785886764526,False
1970,Agent 3,1.0,True
1970,Agent 4,1.0004053115844727,False
1970,Agent 5,1.0144370794296265,False
1971,Agent 1,1.0,True
1971,Agent 2,1.0077838897705078,False
1971,Agent 3,1.0,True
1971,Agent 4,1.0,True
1971,Agent 5,1.002765417098999,False
1972,Agent 1,1.0,True
1972,Agent 2,1.000606656074524,False
1972,Agent 3,1.0,True
1972,Agent 4,1.0,True
1972,Agent 5,1.0,True
1973,Agent 1,1,True
1973,Agent 2,1,True
1973,Agent 3,1,True
1973,Agent 4,1,True
1973,Agent 5,1,True
1974,Agent 1,1,True
1974,Agent 2,1,True
1974,Agent 3,1,True
1974,Agent 4,1,True
1974,Agent 5,1,True
1975,Agent 1,1.0,True
1975,Agent 2,1.0,True
1975,Agent 3,1.0,True
1975,Agent 4,1.003235101699829,False
1975,Agent 5,1.0,True
1976,Agent 1,1.0,True
1976,Agent 2,1.0,True
1976,Agent 3,1.0,True
1976,Agent 4,1.0028351545333862,False
1976,Agent 5,1.0,True
1977,Agent 1,1.0,True
1977,Agent 2,1.0011265277862549,False
1977,Agent 3,1.0,True
1977,Agent 4,1.0032284259796143,False
1977,Agent 5,1.0,True
1978,Agent 1,1.0,True
1978,Agent 2,1.010104775428772,False
1978,Agent 3,1.0,True
1978,Agent 4,1.0058002471923828,False
1978,Agent 5,1.0,True
1979,Agent 1,1.0,True
1979,Agent 2,1.0021898746490479,False
1979,Agent 3,1.0,True
1979,Agent 4,1.0,True
1979,Agent 5,1.0,True
1980,Agent 1,1,True
1980,Agent 2,1,True
1980,Agent 3,1,True
1980,Agent 4,1,True
1980,Agent 5,1,True
1981,Agent 1,1.0,True
1981,Agent 2,1.0,True
1981,Agent 3,1.0,True
1981,Agent 4,1.001629114151001,False
1981,Agent 5,1.0,True
1982,Agent 1,1.0,True
1982,Agent 2,1.0,True
1982,Agent 3,1.0,True
1982,Agent 4,1.004061222076416,False
1982,Agent 5,1.0,True
1983,Agent 1,1.0,True
1983,Agent 2,1.021287441253662,False
1983,Agent 3,1.0,True
1983,Agent 4,1.0079724788665771,False
1983,Agent 5,1.0,True
1984,Agent 1,1.0,True
1984,Agent 2,1.0333037376403809,False
1984,Agent 3,1.0,True
1984,Agent 4,1.011178970336914,False
1984,Agent 5,1.0,True
1985,Agent 1,1.0,True
1985,Agent 2,1.017042636871338,False
1985,Agent 3,1.0,True
1985,Agent 4,1.0068024396896362,False
1985,Agent 5,1.0,True
1986,Agent 1,1.0,True
1986,Agent 2,1.0,True
1986,Agent 3,1.0,True
1986,Agent 4,1.007003903388977,False
1986,Agent 5,1.0,True
1987,Agent 1,1.0,True
1987,Agent 2,1.0,True
1987,Agent 3,1.0,True
1987,Agent 4,1.0093425512313843,False
1987,Agent 5,1.0,True
1988,Agent 1,1.0,True
1988,Agent 2,1.0084437131881714,False
1988,Agent 3,1.0,True
1988,Agent 4,1.015496015548706,False
1988,Agent 5,1.0,True
1989,Agent 1,1.0,True
1989,Agent 2,1.0041160583496094,False
1989,Agent 3,1.0,True
1989,Agent 4,1.0205776691436768,False
1989,Agent 5,1.0,True
1990,Agent 1,1.0,True
1990,Agent 2,1.0,True
1990,Agent 3,1.0,True
1990,Agent 4,1.0132235288619995,False
1990,Agent 5,1.0,True
1991,Agent 1,1.0,True
1991,Agent 2,1.0,True
1991,Agent 3,1.0,True
1991,Agent 4,1.0134376287460327,False
1991,Agent 5,1.0,True
1992,Agent 1,1.0,True
1992,Agent 2,1.0,True
1992,Agent 3,1.0,True
1992,Agent 4,1.0125287771224976,False
1992,Agent 5,1.0,True
1993,Agent 1,1.0,True
1993,Agent 2,1.0,True
1993,Agent 3,1.0,True
1993,Agent 4,1.0155749320983887,False
1993,Agent 5,1.0,True
1994,Agent 1,1.0,True
1994,Agent 2,1.0148597955703735,False
1994,Agent 3,1.0,True
1994,Agent 4,1.017803430557251,False
1994,Agent 5,1.0,True
1995,Agent 1,1.0,True
1995,Agent 2,1.0131604671478271,False
1995,Agent 3,1.0,True
1995,Agent 4,1.0154529809951782,False
1995,Agent 5,1.0,True
1996,Agent 1,1.0,True
1996,Agent 2,1.0046024322509766,False
1996,Agent 3,1.0,True
1996,Agent 4,1.0179929733276367,False
1996,Agent 5,1.0,True
1997,Agent 1,1.0,True
1997,Agent 2,1.0,True
1997,Agent 3,1.0,True
1997,Agent 4,1.030923843383789,False
1997,Agent 5,1.0,True
1998,Agent 1,1.0,True
1998,Agent 2,1.0097804069519043,False
1998,Agent 3,1.0,True
1998,Agent 4,1.0426123142242432,False
1998,Agent 5,1.0,True
1999,Agent 1,1.0,True
1999,Agent 2,1.001003623008728,False
1999,Agent 3,1.0,True
1999,Agent 4,1.0428650379180908,False
1999,Agent 5,1.0,True
2000,Agent 1,1.0,True
2000,Agent 2,1.0,True
2000,Agent 3,1.0,True
2000,Agent 4,1.0433218479156494,False
2000,Agent 5,1.0,True
1,Agent 1,1.0,True
1,Agent 2,37.45354080200195,False
1,Agent 3,73.09473419189453,False
1,Agent 4,75.62234750526778,False
1,Agent 5,84.46375274658203,False
2,Agent 1,1.0,True
2,Agent 2,1.0,True
2,Agent 3,103.69353583873966,False
2,Agent 4,73.79002459457689,False
2,Agent 5,1.0,True
3,Agent 1,340.80694580078125,False
3,Agent 2,83.43531170736853,False
3,Agent 3,1.0,True
3,Agent 4,1.0,True
3,Agent 5,98.59448380157593,False
4,Agent 1,67.7068099975586,True
4,Agent 2,94.16318567620635,False
4,Agent 3,313.6075134277344,False
4,Agent 4,103.51383857437636,False
4,Agent 5,94.18039670112081,False
5,Agent 1,1.0,True
5,Agent 2,109.25054931640625,False
5,Agent 3,85.90438745361874,False
5,Agent 4,215.064208984375,False
5,Agent 5,224.50238037109375,False
6,Agent 1,1.0,True
6,Agent 2,90.98418849254126,False
6,Agent 3,98.04959937390156,False
6,Agent 4,65.15700761042933,False
6,Agent 5,249.3871612548828,False
7,Agent 1,1.0,True
7,Agent 2,185.87579345703125,False
7,Agent 3,84.51490600320119,False
7,Agent 4,73.14489559454034,False
7,Agent 5,94.7018727830569,False
8,Agent 1,1.0,True
8,Agent 2,93.93401984513171,False
8,Agent 3,68.30726638647909,False
8,Agent 4,67.20751353342149,False
8,Agent 5,82.89666427470388,False
9,Agent 1,93.63694588258585,False
9,Agent 2,67.67914777207147,False
9,Agent 3,97.6578489438278,False
9,Agent 4,88.89245792627926,False
9,Agent 5,66.6496019593209,True
10,Agent 1,1.0,True
10,Agent 2,141.40939331054688,False
10,Agent 3,79.7503279302733,False
10,Agent 4,1.0,True
10,Agent 5,81.6115016655007,False
11,Agent 1,1.0,True
11,Agent 2,113.33448791503906,False
11,Agent 3,1.0,True
11,Agent 4,1.0,True
11,Agent 5,69.36586690710075,False
12,Agent 1,79.31961528693748,False
12,Agent 2,72.7405772310768,False
12,Agent 3,1.0,True
12,Agent 4,93.71569401040917,False
12,Agent 5,92.27123655577668,False
13,Agent 1,83.85057830810547,False
13,Agent 2,59.131324768066406,False
13,Agent 3,90.88738992476058,False
13,Agent 4,1.0,True
13,Agent 5,1.0,True
14,Agent 1,119.31411743164062,False
14,Agent 2,34.075096130371094,False
14,Agent 3,71.53695255898523,False
14,Agent 4,67.50687902569233,False
14,Agent 5,1.0,True
15,Agent 1,81.52920091456815,False
15,Agent 2,11.59831428527832,False
15,Agent 3,83.80188469436021,False
15,Agent 4,1.0,True
15,Agent 5,1.0,True
16,Agent 1,165.64280700683594,False
16,Agent 2,78.29343836109193,False
16,Agent 3,1.0,True
16,Agent 4,59.558487991931116,False
16,Agent 5,85.04301737636692,False
17,Agent 1,171.61985778808594,False
17,Agent 2,68.87837329340029,False
17,Agent 3,1.0,True
17,Agent 4,84.99275207519531,False
17,Agent 5,1.0,True
18,Agent 1,174.214599609375,False
18,Agent 2,1.0,True
18,Agent 3,1.0,True
18,Agent 4,121.154541015625,False
18,Agent 5,71.93296774906145,False
19,Agent 1,62.87100636341764,False
19,Agent 2,1.0,True
19,Agent 3,1.0,True
19,Agent 4,80.81131323662453,False
19,Agent 5,1.0,True
20,Agent 1,149.16033935546875,False
20,Agent 2,1.0,True
20,Agent 3,23.177616119384766,False
20,Agent 4,85.70594229281997,False
20,Agent 5,1.0,True
21,Agent 1,111.75926208496094,False
21,Agent 2,1.0,True
21,Agent 3,47.17971420288086,False
21,Agent 4,162.9110870361328,False
21,Agent 5,1.0,True
22,Agent 1,69.98060607910156,False
22,Agent 2,88.65379681591016,False
22,Agent 3,68.08517514634104,False
22,Agent 4,165.53245544433594,False
22,Agent 5,62.047092549696046,True
23,Agent 1,63.56161072923134,False
23,Agent 2,16.724802017211914,True
23,Agent 3,61.917735315192616,False
23,Agent 4,134.93966674804688,False
23,Agent 5,53.27903747558594,False
24,Agent 1,1.0,True
24,Agent 2,68.4409208845567,False
24,Agent 3,72.71765535506518,False
24,Agent 4,98.06812286376953,False
24,Agent 5,70.17116223519609,False
25,Agent 1,1.0,True
25,Agent 2,57.98078155517578,False
25,Agent 3,85.89518285389303,False
25,Agent 4,65.31926727294922,False
25,Agent 5,74.24124798553403,False
26,Agent 1,1.0,True
26,Agent 2,37.48780822753906,False
26,Agent 3,33.85083770751953,False
26,Agent 4,27.897294998168945,False
26,Agent 5,70.24301424482087,False
27,Agent 1,71.54241961669887,False
27,Agent 2,8.524100303649902,False
27,Agent 3,77.33999097938477,False
27,Agent 4,1.0,True
27,Agent 5,46.23834991455078,False
28,Agent 1,1.0,True
28,Agent 2,1.0,True
28,Agent 3,77.96101544220407,False
28,Agent 4,1.0,True
28,Agent 5,59.561021727720274,False
29,Agent 1,1.0,True
29,Agent 2,74.89275321973177,False
29,Agent 3,1.0,True
29,Agent 4,1.0,True
29,Agent 5,42.44294738769531,False
30,Agent 1,1.0,True
30,Agent 2,79.97986791757532,False
30,Agent 3,74.25447498508444,False
30,Agent 4,1.0,True
30,Agent 5,61.00669838447775,False
31,Agent 1,1.0,True
31,Agent 2,1.0,True
31,Agent 3,57.69470655744019,False
31,Agent 4,1.0,True
31,Agent 5,55.82581923126477,False
32,Agent 1,1.0,True
32,Agent 2,60.70310420451894,False
32,Agent 3,1.0,True
32,Agent 4,1.0,True
32,Agent 5,60.607958362127405,False
33,Agent 1,62.347201503531195,False
33,Agent 2,1.0,True
33,Agent 3,69.12142438293395,False
33,Agent 4,1.0,True
33,Agent 5,56.98516208530979,False
34,Agent 1,76.26795311581935,False
34,Agent 2,1.0,True
34,Agent 3,1.0,True
34,Agent 4,1.0,True
34,Agent 5,8.869264602661133,False
35,Agent 1,68.61351137073399,False
35,Agent 2,1.0,True
35,Agent 3,60.795810250733894,False
35,Agent 4,1.0,True
35,Agent 5,2.670100450515747,False
36,Agent 1,1.0,True
36,Agent 2,1.0,True
36,Agent 3,69.17987282025695,False
36,Agent 4,1.0,True
36,Agent 5,1.0,True
37,Agent 1,1.0,True
37,Agent 2,51.427645928820574,False
37,Agent 3,65.96945098012985,False
37,Agent 4,1.0,True
37,Agent 5,53.999873269862825,False
38,Agent 1,1.0,True
38,Agent 2,58.70669370660397,False
38,Agent 3,65.24434562540777,False
38,Agent 4,59.25097449607065,False
38,Agent 5,72.45069816457345,False
39,Agent 1,1.0,True
39,Agent 2,1.0,True
39,Agent 3,49.49635464105853,False
39,Agent 4,13.076004981994629,False
39,Agent 5,1.0,True
40,Agent 1,1.0,True
40,Agent 2,65.40247650891126,False
40,Agent 3,67.59533551334238,False
40,Agent 4,60.127698837067676,False
40,Agent 5,1.0,True
41,Agent 1,53.37540584137224,False
41,Agent 2,46.44842202220661,False
41,Agent 3,60.00874087959902,False
41,Agent 4,28.183727264404297,True
41,Agent 5,51.46661676379248,False
42,Agent 1,4.172178745269775,False
42,Agent 2,61.40534282398957,False
42,Agent 3,54.974963433768764,False
42,Agent 4,32.85144805908203,False
42,Agent 5,1.0,True
43,Agent 1,9.790627479553223,True
43,Agent 2,16.375795364379883,False
43,Agent 3,22.07597541809082,False
43,Agent 4,57.20972223427769,False
43,Agent 5,49.74532050551403,False
44,Agent 1,14.740510940551758,True
44,Agent 2,19.400650024414062,False
44,Agent 3,50.16622942149964,False
44,Agent 4,59.81657999827507,False
44,Agent 5,47.15969308533978,False
45,Agent 1,19.249420166015625,False
45,Agent 2,20.821096420288086,False
45,Agent 3,1.0,True
45,Agent 4,30.83506965637207,False
45,Agent 5,1.0,True
46,Agent 1,23.079456329345703,False
46,Agent 2,20.33742904663086,False
46,Agent 3,1.0,True
46,Agent 4,27.923372268676758,False
46,Agent 5,51.566711641353415,False
47,Agent 1,50.87930453657941,False
47,Agent 2,57.66298443545716,False
47,Agent 3,1.0,True
47,Agent 4,26.495208740234375,False
47,Agent 5,1.0,True
48,Agent 1,28.34841537475586,False
48,Agent 2,10.549120903015137,False
48,Agent 3,59.790262470672744,False
48,Agent 4,52.12158648775892,False
48,Agent 5,1.0,True
49,Agent 1,47.99861012896169,False
49,Agent 2,51.33214090755844,False
49,Agent 3,1.0,True
49,Agent 4,20.392118453979492,False
49,Agent 5,1.0,True
50,Agent 1,31.076313018798828,False
50,Agent 2,1.0,True
50,Agent 3,1.0,True
50,Agent 4,16.93490219116211,False
50,Agent 5,1.329280138015747,False
51,Agent 1,30.317195892333984,False
51,Agent 2,1.0,True
51,Agent 3,5.772284984588623,False
51,Agent 4,46.91218564301575,False
51,Agent 5,58.873085049204825,False
52,Agent 1,29.32396697998047,False
52,Agent 2,1.0,True
52,Agent 3,13.12369441986084,False
52,Agent 4,10.083601951599121,False
52,Agent 5,51.61074349086317,False
53,Agent 1,28.39478874206543,False
53,Agent 2,52.27607295805155,False
53,Agent 3,41.05389673980661,False
53,Agent 4,6.908033847808838,False
53,Agent 5,6.665138244628906,True
54,Agent 1,48.45236102566866,False
54,Agent 2,5.870142936706543,False
54,Agent 3,23.234643936157227,False
54,Agent 4,3.5924670696258545,True
54,Agent 5,59.00953735079828,False
55,Agent 1,23.87894630432129,False
55,Agent 2,3.55596923828125,True
55,Agent 3,24.63575553894043,False
55,Agent 4,38.5230791405867,False
55,Agent 5,8.55098819732666,False
56,Agent 1,21.421157836914062,False
56,Agent 2,43.34763825282902,False
56,Agent 3,6.103310585021973,True
56,Agent 4,41.400979227555055,False
56,Agent 5,9.06251049041748,False
57,Agent 1,19.080060958862305,False
57,Agent 2,38.075074733317685,False
57,Agent 3,1.0,True
57,Agent 4,1.0,True
57,Agent 5,8.968250274658203,False
58,Agent 1,16.788330078125,False
58,Agent 2,1.0,True
58,Agent 3,1.327275037765503,False
58,Agent 4,1.0,True
58,Agent 5,8.005617141723633,False
59,Agent 1,55.01520543521312,False
59,Agent 2,43.50094227277772,False
59,Agent 3,4.951667785644531,False
59,Agent 4,1.0,True
59,Agent 5,6.636094093322754,False
60,Agent 1,10.267655372619629,False
60,Agent 2,1.0,True
60,Agent 3,5.875598430633545,False
60,Agent 4,1.0,True
60,Agent 5,4.8443403244018555,False
61,Agent 1,50.48143273569985,False
61,Agent 2,1.0,True
61,Agent 3,6.0232672691345215,False
61,Agent 4,1.0,True
61,Agent 5,2.865851879119873,False
62,Agent 1,4.0375447273254395,False
62,Agent 2,37.19448250642554,False
62,Agent 3,1.0,True
62,Agent 4,50.30521695293421,False
62,Agent 5,1.0,True
63,Agent 1,1.133454442024231,False
63,Agent 2,3.074608564376831,False
63,Agent 3,1.0,True
63,Agent 4,1.0,True
63,Agent 5,1.0,True
64,Agent 1,1.0,True
64,Agent 2,5.796555995941162,False
64,Agent 3,41.02427192582319,False
64,Agent 4,1.0,True
64,Agent 5,1.0,True
65,Agent 1,1.0,True
65,Agent 2,7.03684139251709,False
65,Agent 3,1.0996462106704712,False
65,Agent 4,1.0,True
65,Agent 5,50.367515474954395,False
66,Agent 1,1.0,True
66,Agent 2,45.059485884161205,False
66,Agent 3,1.0,True
66,Agent 4,1.0,True
66,Agent 5,1.0,True
67,Agent 1,1.0,True
67,Agent 2,1.6043256521224976,False
67,Agent 3,46.76427753717765,False
67,Agent 4,1.0,True
67,Agent 5,1.0,True
68,Agent 1,1.0,True
68,Agent 2,1.0,True
68,Agent 3,1.0,True
68,Agent 4,51.71810101593324,False
68,Agent 5,44.31442502026469,False
69,Agent 1,1.0,True
69,Agent 2,50.14766245668578,False
69,Agent 3,47.73201143510457,False
69,Agent 4,1.0,True
69,Agent 5,1.0,True
70,Agent 1,1.0,True
70,Agent 2,1.0,True
70,Agent 3,1.0,True
70,Agent 4,1.761332631111145,False
70,Agent 5,36.969378537170805,False
71,Agent 1,1.0,True
71,Agent 2,52.001523959326235,False
71,Agent 3,1.8557167053222656,False
71,Agent 4,42.037213012926365,False
71,Agent 5,1.0,True
72,Agent 1,1.0,True
72,Agent 2,37.2354246976954,False
72,Agent 3,50.37712321436802,False
72,Agent 4,3.927712917327881,False
72,Agent 5,1.1756319999694824,False
73,Agent 1,48.19869052073536,False
73,Agent 2,1.0,True
73,Agent 3,13.818024635314941,False
73,Agent 4,40.129768862294654,False
73,Agent 5,2.305603265762329,False
74,Agent 1,41.87779363584602,False
74,Agent 2,47.22008748556368,False
74,Agent 3,6.379894256591797,False
74,Agent 4,35.83163079018856,False
74,Agent 5,2.849000930786133,True
75,Agent 1,1.0,True
75,Agent 2,1.0,True
75,Agent 3,54.75837528726191,False
75,Agent 4,5.150681972503662,False
75,Agent 5,53.65140325580664,False
76,Agent 1,54.064067796669065,False
76,Agent 2,3.525787353515625,False
76,Agent 3,1.0,True
76,Agent 4,5.302689075469971,False
76,Agent 5,3.3962948322296143,False
77,Agent 1,43.90786790782809,False
77,Agent 2,4.273501873016357,True
77,Agent 3,53.39406234539407,False
77,Agent 4,4.911117076873779,False
77,Agent 5,52.753431061528985,False
78,Agent 1,35.97163162556114,False
78,Agent 2,5.766636371612549,False
78,Agent 3,1.0,True
78,Agent 4,3.959179162979126,False
78,Agent 5,2.456747055053711,False
79,Agent 1,1.0,True
79,Agent 2,7.004591941833496,False
79,Agent 3,1.0,True
79,Agent 4,45.15612665187976,False
79,Agent 5,1.6339670419692993,False
80,Agent 1,1.0,True
80,Agent 2,46.860971251392364,False
80,Agent 3,1.0,True
80,Agent 4,1.170452356338501,False
80,Agent 5,1.0,True
81,Agent 1,1.0,True
81,Agent 2,7.624727725982666,False
81,Agent 3,11.222622871398926,False
81,Agent 4,52.44755336084296,False
81,Agent 5,1.0,True
82,Agent 1,36.467168692414035,False
82,Agent 2,1.0,True
82,Agent 3,15.852019309997559,False
82,Agent 4,41.06293120117802,False
82,Agent 5,54.41847969162302,False
83,Agent 1,1.0,True
83,Agent 2,1.0,True
83,Agent 3,18.753541946411133,False
83,Agent 4,46.161007510294404,False
83,Agent 5,1.7868947982788086,False
84,Agent 1,1.0,True
84,Agent 2,1.0,True
84,Agent 3,16.864408493041992,False
84,Agent 4,1.0,True
84,Agent 5,2.0726168155670166,False
85,Agent 1,54.42875356608456,False
85,Agent 2,7.552455425262451,False
85,Agent 3,7.586602210998535,False
85,Agent 4,1.0,True
85,Agent 5,1.874837040901184,False
86,Agent 1,1.0,True
86,Agent 2,11.861541748046875,False
86,Agent 3,36.06057445269573,False
86,Agent 4,1.0,True
86,Agent 5,1.3120085000991821,False
87,Agent 1,1.593478798866272,False
